wallet_address,total_volume_usd,total_pnl_usd,total_trades,median_trade_usd,top5_volume_usd,pnl_0_3mo,pnl_3_6mo,pnl_6_9mo,pnl_9_12mo,profitable_categories,primary_category,total_markets,win_rate
0x1965581ee79284059255b3d26459eed8a9eef807,524695.83,-44303.45,201,3078.23,86717.91,-17690.64,-15093.54,-4805.35,-6713.92,4,Macro,64,16.7
0x145a18b51e05b49a2c4df23697c3cbdb64f3c158,124624.79,3185.18,502,128.41,7939.97,1322.12,537.65,1084.95,240.46,5,Macro,217,64.2
0x258ecfd1cf786d285e72bbb2db08094be28e761d,33775.89,-44803.21,805,26.92,5046.33,-22781.92,-15472.32,-5321.37,-1227.6,0,Macro,311,54.0
0x450674249696900512c1b6f9c2283260d1dd0343,148439.26,-80736.11,392,219.29,50909.4,-30666.25,-28656.66,-19431.95,-1981.25,2,Sports,340,14.0
0x8f46d81d761092a181bc4f8061c7c6942fc1962e,32294.55,-23289.18,46,687.86,9190.73,-6898.41,-13901.36,-1772.91,-716.5,5,Crypto,148,42.9
0x97782ab590526f823df3c4134973e6581e7d7956,388906.51,-83319.09,92,1676.01,27744.3,-33027.67,-30479.14,-222.74,-19589.53,1,Crypto,56,66.4
0xa178ffef7c91d807c63e55ee618345d5373b539f,1536.39,30823.8,172,5.0,518.98,14613.47,7376.06,1484.79,7349.47,2,Culture,164,44.9
0x755fe05aeaf18fa0297d5492c40b5ad74947b1f1,30600.92,-87006.84,65,554.52,8042.19,-8632.79,-45010.47,-14837.31,-18526.27,5,Sports,396,66.9
0x30965fc66258c800a81e26fbd84381080b1d1a3f,1116.97,61958.16,66,7.97,173.21,40026.54,12905.17,6918.1,2108.35,5,Sports,493,49.4
0x7d4c2a29fb05cac85b8f98731e4eba1f7fe2e401,3010.55,-89518.33,187,6.49,584.57,-16657.26,-23419.17,-47073.05,-2368.86,3,Politics,471,39.7
